sys_id,opened_at,closed_at,category,priority,assignment_group,short_description,description
SR10114,2026-03-07 11:10:00,2026-03-08 13:31:41,HR,3 - Moderate,HR Team,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10115,2026-03-21 03:37:00,2026-03-22 13:23:30,HR,3 - Moderate,HR Team,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10116,2026-04-07 12:45:00,2026-04-07 19:13:38,Network,4 - Low,Service Desk,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10117,2026-03-04 03:44:00,2026-03-05 08:24:54,Hardware,4 - Low,Hardware Support,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10118,2026-01-11 11:34:00,2026-01-11 20:03:37,Software,3 - Moderate,Software Support,데이터베이스 클라이언트 툴 설치 요청,업무를 위해 DBeaver 설치가 필요합니다. 사내 소프트웨어 포털에서 설치가 안 되어 지원 요청합니다.
SR10119,2026-05-10 20:21:00,2026-05-10 22:25:58,Access,3 - Moderate,Service Desk,신규 프로젝트 공유 폴더 접근 권한 신청,이번에 신규 생성된 공유 폴더인 'Project_2026'에 대한 읽기/쓰기 권한 부여를 신청합니다.
SR10120,2026-01-28 13:23:00,2026-01-28 16:43:21,Network,3 - Moderate,Service Desk,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10121,2026-02-15 23:33:00,2026-02-16 02:00:10,Access,3 - Moderate,Security Team,Jira 및 Confluence 프로젝트 관리자 권한 부여,부서 이동으로 인해 특정 Jira 프로젝트의 관리 권한 인계가 필요합니다.
SR10122,2026-04-22 23:37:00,2026-04-23 03:34:31,Software,3 - Moderate,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10123,2026-01-23 08:56:00,2026-01-23 09:20:00,Software,1 - Critical,Service Desk,MS Office 365 로그인 인증 오류,아웃룩과 액셀 실행 시 라이선스 인증 창이 계속 뜨며 정품 인증이 풀리는 현상이 있습니다.
SR10124,2026-05-26 19:42:00,2026-05-26 21:33:48,Access,3 - Moderate,Security Team,Jira 및 Confluence 프로젝트 관리자 권한 부여,부서 이동으로 인해 특정 Jira 프로젝트의 관리 권한 인계가 필요합니다.
SR10125,2026-05-07 10:11:00,2026-05-07 12:24:09,Access,3 - Moderate,Service Desk,신규 프로젝트 공유 폴더 접근 권한 신청,이번에 신규 생성된 공유 폴더인 'Project_2026'에 대한 읽기/쓰기 권한 부여를 신청합니다.
SR10126,2026-03-08 10:17:00,2026-03-08 10:56:00,Access,1 - Critical,Security Team,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10127,2026-01-03 16:12:00,2026-01-04 15:35:34,HR,3 - Moderate,Service Desk,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10128,2026-05-06 17:48:00,2026-05-06 22:55:47,Network,3 - Moderate,Network Support,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10129,2026-04-25 00:05:00,2026-04-25 02:35:44,Hardware,2 - High,Service Desk,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10130,2026-03-04 09:42:00,2026-03-04 14:18:00,Software,2 - High,Software Support,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10131,2026-05-22 16:22:00,2026-05-23 19:14:11,HR,3 - Moderate,Service Desk,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10132,2026-04-27 08:19:00,2026-04-27 10:24:09,Access,3 - Moderate,Service Desk,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10133,2026-02-19 10:07:00,2026-02-19 18:01:06,Software,3 - Moderate,Software Support,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10134,2026-02-25 23:30:00,2026-02-27 02:41:59,HR,3 - Moderate,HR Team,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10135,2026-02-19 09:14:00,2026-02-19 10:10:01,Software,2 - High,Service Desk,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10136,2026-01-04 22:34:00,2026-01-04 23:42:58,Software,1 - Critical,Software Support,신규 백신 프로그램 설치 실패,사내 보안 정책에 따라 백신 프로그램을 설치하려는데 설치 도중 에러가 나면서 롤백됩니다. 설치 지원 요청합니다.
SR10137,2026-01-14 17:18:00,2026-01-15 01:05:25,Hardware,2 - High,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10138,2026-01-04 18:18:00,2026-01-04 23:40:19,Hardware,2 - High,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10139,2026-03-29 05:03:00,2026-03-29 06:09:58,Access,3 - Moderate,Service Desk,Jira 및 Confluence 프로젝트 관리자 권한 부여,부서 이동으로 인해 특정 Jira 프로젝트의 관리 권한 인계가 필요합니다.
SR10140,2026-01-17 12:31:00,2026-01-17 17:51:42,Software,3 - Moderate,Service Desk,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10141,2026-02-08 18:19:00,2026-02-08 22:56:57,Network,3 - Moderate,Network Support,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10142,2026-05-23 13:38:00,2026-05-23 17:07:21,Network,3 - Moderate,Network Support,인터넷 연결 끊김 장애,오늘 아침부터 특정 층 전체 인터넷 연결이 끊겼습니다. 급한 업무가 많은데 빠른 확인 부탁드립니다.
SR10143,2026-04-08 14:58:00,2026-04-09 22:24:59,HR,3 - Moderate,HR Team,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10144,2026-04-20 09:36:00,2026-04-20 10:06:00,Access,1 - Critical,Service Desk,보안 서버 접근용 SSH 키 등록,운영 서버 점검을 위해 개발자 공개 SSH 키 등록을 요청합니다.
SR10145,2026-01-26 06:40:00,2026-01-27 10:08:51,HR,2 - High,HR Team,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10146,2026-02-10 07:11:00,2026-02-10 14:27:08,Hardware,3 - Moderate,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10147,2026-01-01 13:28:00,2026-01-02 17:53:17,HR,3 - Moderate,HR Team,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10148,2026-01-09 07:18:00,2026-01-10 08:03:18,HR,3 - Moderate,Service Desk,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10149,2026-03-01 08:50:00,2026-03-01 11:19:11,Software,1 - Critical,Service Desk,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10150,2026-01-30 17:14:00,2026-01-31 23:24:15,HR,3 - Moderate,HR Team,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10151,2026-01-19 01:10:00,2026-01-19 19:47:35,Hardware,4 - Low,Service Desk,노트북 전원 불량 및 켜지지 않음,어제 저녁까지 잘 쓰던 노트북이 오늘 아침에 전원 버튼을 눌러도 반응이 없고 충전 표시등도 켜지지 않습니다.
SR10152,2026-02-01 14:44:00,2026-02-01 18:25:39,Software,3 - Moderate,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10153,2026-05-09 17:31:00,2026-05-09 22:33:56,Software,3 - Moderate,Service Desk,신규 백신 프로그램 설치 실패,사내 보안 정책에 따라 백신 프로그램을 설치하려는데 설치 도중 에러가 나면서 롤백됩니다. 설치 지원 요청합니다.
SR10154,2026-01-11 13:47:00,2026-01-11 16:48:50,Access,4 - Low,Security Team,보안 서버 접근용 SSH 키 등록,운영 서버 점검을 위해 개발자 공개 SSH 키 등록을 요청합니다.
SR10155,2026-01-24 07:43:00,2026-01-24 13:54:26,Software,3 - Moderate,Service Desk,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10156,2026-05-28 01:48:00,2026-05-29 09:04:21,HR,3 - Moderate,HR Team,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10157,2026-04-24 08:11:00,2026-04-24 20:49:45,Hardware,3 - Moderate,Service Desk,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10158,2026-01-24 15:22:00,2026-01-25 19:29:50,HR,4 - Low,Service Desk,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10159,2026-01-27 05:21:00,2026-01-27 07:30:39,Access,3 - Moderate,Service Desk,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10160,2026-04-13 17:02:00,2026-04-13 19:54:38,Access,4 - Low,Service Desk,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10161,2026-03-06 10:07:00,2026-03-06 13:05:52,Access,3 - Moderate,Security Team,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10162,2026-04-29 13:03:00,2026-04-29 15:33:30,Access,3 - Moderate,Security Team,보안 서버 접근용 SSH 키 등록,운영 서버 점검을 위해 개발자 공개 SSH 키 등록을 요청합니다.
SR10163,2026-05-08 20:28:00,2026-05-09 16:32:48,Hardware,4 - Low,Service Desk,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10164,2026-05-21 04:59:00,2026-05-21 10:06:51,Network,3 - Moderate,Network Support,와이파이 신호 불량 및 속도 저하,회의실 A에서 사내 와이파이 연결이 자주 끊기고 속도가 너무 느려서 회의 진행이 어렵습니다.
SR10165,2026-02-01 00:40:00,2026-02-01 05:54:55,Software,4 - Low,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10166,2026-03-21 17:00:00,2026-03-23 05:45:51,HR,4 - Low,HR Team,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10167,2026-02-27 03:29:00,2026-02-27 22:43:51,HR,3 - Moderate,Service Desk,재직증명서 국문 및 영문 발급 요청,"은행 제출용 재직증명서 국문 1부, 비자 신청용 영문 1부를 급히 발급 요청합니다."
SR10168,2026-03-16 16:45:00,2026-03-16 22:28:54,Network,3 - Moderate,Network Support,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10169,2026-05-01 07:29:00,2026-05-01 11:00:24,Software,3 - Moderate,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10170,2026-02-18 19:32:00,2026-02-19 10:33:17,HR,2 - High,HR Team,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10171,2026-04-17 10:59:00,2026-04-18 10:15:32,Hardware,4 - Low,Hardware Support,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10172,2026-03-14 23:19:00,2026-03-15 23:09:25,HR,3 - Moderate,Service Desk,재직증명서 국문 및 영문 발급 요청,"은행 제출용 재직증명서 국문 1부, 비자 신청용 영문 1부를 급히 발급 요청합니다."
SR10173,2026-04-25 17:30:00,2026-04-26 01:22:27,HR,1 - Critical,Service Desk,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10174,2026-05-20 12:29:00,2026-05-20 19:26:21,Software,4 - Low,Service Desk,데이터베이스 클라이언트 툴 설치 요청,업무를 위해 DBeaver 설치가 필요합니다. 사내 소프트웨어 포털에서 설치가 안 되어 지원 요청합니다.
SR10175,2026-05-27 12:14:00,2026-05-27 20:25:54,Software,4 - Low,Software Support,MS Office 365 로그인 인증 오류,아웃룩과 액셀 실행 시 라이선스 인증 창이 계속 뜨며 정품 인증이 풀리는 현상이 있습니다.
SR10176,2026-05-02 22:58:00,2026-05-03 04:23:32,Access,4 - Low,Security Team,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10177,2026-05-07 01:08:00,2026-05-07 03:37:43,Access,3 - Moderate,Service Desk,사내 인트라넷 계정 잠금 해제 요청,비밀번호를 5회 잘못 입력하여 사내 포털 계정이 잠겼습니다. 잠금 해제 및 임시 비밀번호 발급 부탁드립니다.
SR10178,2026-04-23 03:33:00,2026-04-24 10:08:56,HR,3 - Moderate,Service Desk,재직증명서 국문 및 영문 발급 요청,"은행 제출용 재직증명서 국문 1부, 비자 신청용 영문 1부를 급히 발급 요청합니다."
SR10179,2026-04-15 20:09:00,2026-04-15 22:48:11,Access,3 - Moderate,Security Team,사내 인트라넷 계정 잠금 해제 요청,비밀번호를 5회 잘못 입력하여 사내 포털 계정이 잠겼습니다. 잠금 해제 및 임시 비밀번호 발급 부탁드립니다.
SR10180,2026-03-28 19:44:00,2026-03-28 22:30:49,Network,3 - Moderate,Service Desk,와이파이 신호 불량 및 속도 저하,회의실 A에서 사내 와이파이 연결이 자주 끊기고 속도가 너무 느려서 회의 진행이 어렵습니다.
